# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2812
# Selected columns: 25 (all)
# Timestamp: Fri, 07-Dec-2018 21:36:37
Gene ID	Gene Name	3-fold embryo Ce, hermaphrodite, organism	4-cell embryo Ce, hermaphrodite, organism	L1 larva Ce, hermaphrodite, NSM	L1 larva Ce, hermaphrodite, neuron	L1 larva Ce, hermaphrodite, organism	L2 larva Ce, hermaphrodite, motor neuron	L2 larva Ce, hermaphrodite, organism	L2d-dauer molt Ce, hermaphrodite, organism	L3 larva Ce, hermaphrodite, organism	L4 larva Ce, hermaphrodite, organism	L4 larva Ce, male, organism	adult Ce, hermaphrodite, gonad	adult Ce, hermaphrodite, organism	dauer larva Ce, hermaphrodite, organism	elongating embryo Ce, hermaphrodite, organism	embryo Ce, hermaphrodite, somatic cell	embryo Ce, male, organism	enclosing embryo Ce, hermaphrodite, organism	fully-elongated embryo Ce, hermaphrodite, organism	fully-elongated embryo Ce, hermaphrodite, pharyngeal muscle cell	gastrulating embryo Ce, hermaphrodite, organism	late cleavage stage embryo Ce, hermaphrodite, organism	newly molted young adult hermaphrodite Ce, hermaphrodite, organism	post dauer stage Ce, hermaphrodite, organism	proliferating embryo Ce, hermaphrodite, organism
WBGene00196398	W10D5.4					0.5				0.1																
WBGene00196400	Y73F8A.1164										0.1															
WBGene00196401	F27B10.2				2.0														0.1							
WBGene00196403	F33C8.6					0.3					0.1	0.4		0.2				0.1	0.2	0.1					0.6	
WBGene00196406	C16C2.6				0.2	0.7						0.1	0.5			0.3	16.0		0.1							
WBGene00196408	F15G9.7				0.4				0.1	0.1		0.6			0.1			0.2		1.0						
WBGene00196409	K03H9.7	2.0				2.0			0.2		0.2	1.0		0.4	1.0	1.0	49.0	0.6	4.0	2.0	0.6	6.0	2.0		1.0	3.0
WBGene00196410	R02E12.9									1.0		1.0			0.1					0.2	0.2					
WBGene00196412	Y66D12A.27									0.1		7.0					0.9									
WBGene00196413	C06B8.13																				8.0					
WBGene00196415	C54G7.7																		0.8							
WBGene00196416	D1079.2				0.5	3.0							0.8						0.5							
WBGene00196417	K02F2.8				0.5																					
WBGene00196418	Y53C10A.17					1.0													0.3							
WBGene00196419	ZK381.40					1.0																				
WBGene00196420	ZK652.15					0.8													0.2	0.2	0.5					
WBGene00196422	ZC64.8				0.1	6.0											9.0	0.1	0.2							
WBGene00196424	F54E4.8											2.0						0.1			0.2					
WBGene00196425	F42D1.7					0.2											2.0		0.1		0.1					
WBGene00196428	Y37E3.27					0.3				0.4			4.0					0.1			0.8	0.7				
WBGene00196431	F53F8.8				0.6	0.9							2.0				3.0		0.1	0.2						
WBGene00196435	C41G11.7			31.0	6.0	2.0						2.0						0.2		0.6	6.0					
WBGene00196436	C01B7.9				8.0	9.0						0.3					6.0		0.9	0.4	0.7					
WBGene00196439	Y57A10B.9				3.0	18.0																				
WBGene00196440	K04A8.12							0.5		0.9	0.2	0.2							0.2		0.4					
WBGene00196441	K01A6.12				0.1	1.0											32.0		0.2		0.2					
WBGene00196442	T21B10.9	6.0			5.0	3.0		1.0	3.0	0.1	0.2	0.6			4.0	0.4		0.6		10.0	2.0				4.0	
WBGene00196443	C04H4.3			0.9	6.0	7.0									0.2		14.0		0.2		0.2					
WBGene00196444	F47E1.11																				0.2					
WBGene00196445	F15A8.18																		0.6							
WBGene00196446	F52B10.9				3.0	2.0	5.0										1.0				5.0	0.2				
WBGene00196447	F46C8.10	3.0			2.0	4.0				0.1	0.2	5.0	0.7	0.3	0.1		1.0	2.0	0.1	2.0	2.0		0.5			
WBGene00196448	Y59A8B.28												2.0								0.7					
WBGene00196449	Y75B7AL.5					0.2						4.0			0.1			0.2								
WBGene00196451	K04A8.13									1.0		0.6														
WBGene00196452	Y66D12A.28																10.0				0.3					
WBGene00196453	F27D9.10														1.0		14.0				10.0					
WBGene00196455	C34F6.15					3.0						2.0			0.1		16.0	0.7		2.0						
WBGene00196456	F18E9.10					1.0			3.0	0.7	0.4	4.0			0.1				1.0	0.3	0.2					
WBGene00196457	C46C11.5				1.0					0.1																
WBGene00196458	Y45G5AM.11																	0.1	0.4			0.4				
WBGene00196459	R151.14					1.0									0.1						3.0					
WBGene00196460	F45E1.8			2.0	1.0	2.0		0.1				0.3			0.3		13.0	0.4		1.0	1.0					
WBGene00196463	F08F1.11					0.2																				
WBGene00196464	F35D2.8	3.0			1.0	2.0						0.1				3.0	46.0		0.1	1.0	0.1		1.0			
WBGene00196467	F43C9.5					6.0									0.2					0.2	0.1					
WBGene00196470	R05D3.13	1.0			2.0	1.0						0.7	6.0				9.0		2.0	0.5		2.0				0.2
WBGene00196471	F57B1.10					0.5				1.0	0.2	10.0		0.2				0.1		1.0	5.0					
WBGene00196472	H08J11.4											0.1									0.2					
WBGene00196473	Y70D2A.4																				0.2					
WBGene00196475	F07C3.12				1.0	8.0			0.8			0.3	4.0		1.0		11.0		1.0		0.4					
WBGene00196476	C34H3.7																				0.3					
WBGene00196477	F57B1.11																				0.1					
WBGene00196480	C27A12.11	2.0			0.1	0.6				0.1						3.0	3.0	0.3		2.0	2.0		0.5			
WBGene00196481	F56D12.9												2.0					0.2								
WBGene00196482	T25D1.4																		16.0		0.4		4.0			
WBGene00196483	W05E10.9					2.0						0.5			0.1				0.1		0.3				0.8	
WBGene00196486	C48D5.5					2.0											3.0									
WBGene00196487	C18A3.15				0.1			0.6													0.2		2.0			
WBGene00196489	C15B12.10				3.0	0.7															0.2					
WBGene00196490	C03C10.11																3.0									
WBGene00196491	M03F8.9				15.0	1.0	2.0								0.1											
WBGene00196493	ZK973.15				0.3	4.0											36.0				0.2					
WBGene00196494	C07A12.9				0.1	11.0																				
WBGene00196495	T22B7.10					0.9		0.2											0.2		2.0					
WBGene00196496	C09D8.5			28.0	4.0	10.0	2.0		0.1	0.3							1.0				0.2					
WBGene00196498	B0350.71			8.0	4.0	0.2											4.0		1.0		0.2			0.2		
WBGene00196500	T11F9.23									0.3		2.0		0.4												
WBGene00196501	T28B11.8			13.0		1.0		0.3					0.6				1.0						0.2			
WBGene00196502	R05D7.8				0.1	2.0							2.0				2.0		2.0		0.6	2.0	0.2			0.9
WBGene00196504	C05C9.6				2.0	16.0																				
WBGene00196506	C35C5.13				1.0																					
WBGene00196509	F25B4.11				2.0	2.0											2.0		0.1							
WBGene00196511	C48C5.5					0.2													0.4							
WBGene00196515	B0457.9	0.8			6.0	2.0						0.1	5.0				69.0	0.3		0.3	0.4					0.3
WBGene00196516	F35D2.9	0.8			0.3	0.8	3.0					0.1			0.3		6.0				0.2					
WBGene00196517	Y71F9B.18	0.4			4.0	12.0											32.0	0.1	0.4	0.2	0.3		0.4			
WBGene00196518	H01G02.6			2.0	48.0	30.0	8.0	3.0	0.2						0.1			0.1	0.6		0.2					
WBGene00196519	C08F8.10				0.8	1.0												0.6	0.2							
WBGene00196521	C18A3.16				0.3	0.2																				
WBGene00196522	Y32F6A.7					2.0				0.1		2.0					3.0									
WBGene00196523	C04H4.4				1.0	2.0			0.1		0.6	8.0			2.0						0.4					
WBGene00196524	C10C5.10				2.0	3.0							1.0				82.0	0.1			5.0					
WBGene00196527	F55A8.4	1.0			0.4											4.0	11.0	0.6	1.0	2.0	1.0	0.2	4.0			0.3
WBGene00196528	C34B4.10				2.0	3.0															0.9					
WBGene00196529	K11G9.8			0.1		0.1														0.1	0.1		0.1			
WBGene00196531	C49F8.7	0.5				0.2		2.0	0.1	0.1		0.5			0.2					3.0	0.4					
WBGene00196532	R07B1.17																		0.2		0.3					
WBGene00196533	F33D11.14																		0.4		0.3					
WBGene00196535	C02B10.72				0.6	0.8											26.0		2.0							
WBGene00196536	H24G06.2					2.0										0.1	2.0	0.7		0.2						
WBGene00196537	F58B4.9					1.0		1.0											0.1							
WBGene00196538	C09F12.6																	0.2		0.7	0.2	0.5				0.1
WBGene00196540	Y37E11B.13				0.1																					
WBGene00196541	R10F2.7				0.1	0.2												0.1	0.9		0.8	0.1				
WBGene00196542	C44B7.15		6.0			0.3					0.2		10.0					4.0								
WBGene00196545	C26B2.11																		0.6							
WBGene00196546	F38A3.3				1.0				0.1		0.4	4.0			0.5		5.0				6.0					
WBGene00196547	R04F11.10				0.3																0.2					
WBGene00196549	F55C12.9				0.3	0.1		0.1				0.1														
WBGene00196551	F15D3.11											4.0														
WBGene00196552	F09G2.11					0.1											2.0									
WBGene00196553	T05C1.7					0.7		2.0	0.1	0.2		0.4			0.1				2.0							
WBGene00196555	R11B5.4					0.3											1.0									
WBGene00196556	F31B12.5				0.6	1.0						0.1														
WBGene00196558	C33G3.9				0.3													0.1	0.5	0.5		0.2				
WBGene00196559	F35G2.11				0.2	17.0						0.8			0.4		7.0				0.1					0.1
WBGene00196560	C35C5.14														0.1				0.5	0.3						
WBGene00196561	Y38A10A.9																		0.2							
WBGene00196562	C56E6.14											4.0	0.9					0.3		0.2	0.2					
WBGene00196563	ZK675.6				5.0	3.0		0.4		0.2		0.4					3.0			0.7						
WBGene00196564	F36H1.14				0.4	0.1											12.0									
WBGene00196565	F56F3.9				0.3														0.6		0.2					
WBGene00196566	F47G6.6			26.0						0.1																
WBGene00196567	H22K11.7				0.1	0.3																0.1				
WBGene00196568	M79.9	4.0		1.0	0.2	1.0	2.0	0.3	0.3	0.1		0.7			2.0	0.5	0.7	1.0		2.0	1.0		0.2		0.7	0.1
WBGene00196569	C54H2.7					0.6											16.0		2.0		0.8					
WBGene00196571	T06E4.17									0.2																
WBGene00196572	Y75B8A.47				2.0	2.0			0.1	0.7		33.0		0.2	0.1		13.0	2.0	1.0	1.0	6.0	0.9	0.5			0.3
WBGene00196573	M163.16				4.0												3.0	3.0		0.1	0.8	0.3				0.8
WBGene00196575	F29G9.9	0.9			3.0	2.0						0.4	2.0		0.2	0.2	30.0	0.3		3.0	5.0		0.3			0.5
WBGene00196577	T28D6.12				0.3	0.8											5.0		0.1		4.0					
WBGene00196578	F55C12.10	0.9			7.0	38.0	1.0	1.0			0.1	0.5			0.4	2.0	10.0	0.4	0.4	2.0	2.0	0.4	2.0		0.1	
WBGene00196579	C06G1.8	0.5			0.2	2.0			0.1				2.0			0.2	10.0	1.0	0.3	2.0	1.0		0.9			
WBGene00196581	M117.10				2.0	0.9											14.0		0.3							
WBGene00196582	F08B12.6				0.7	1.0							0.7				8.0	0.1			1.0					
WBGene00196583	R13A1.14	2.0				2.0		0.8		0.4		2.0	3.0		0.1	0.3	24.0	0.1		2.0	0.2	2.0			0.3	0.8
WBGene00196586	C04A2.8				4.0	6.0											3.0	0.1			1.0					
WBGene00196588	W06H8.10				0.2													0.1								
WBGene00196589	B0495.14			4.0	6.0	4.0									0.1											
WBGene00196590	B0035.19				1.0				0.2	0.1			2.0		0.3		1.0	0.1	0.6	1.0	2.0	1.0		0.3		
WBGene00196591	F47B7.11					7.0		0.9	5.0	0.1		3.0		0.4	0.8	3.0	5.0	0.5		1.0	0.4	0.8	4.0	0.2	3.0	0.3
WBGene00196592	T24D8.11				1.0	1.0				0.1	0.2	2.0			0.1	0.3	1.0	0.1	0.1	0.6					1.0	
WBGene00196593	C03F11.7								0.5	0.1					0.7										0.7	
WBGene00196594	F28F9.11						0.4																			
WBGene00196595	R03A10.9	0.5				1.0			0.1		0.3	5.0			0.1	1.0		0.1	0.2	0.9			0.2			
WBGene00196596	T03G11.16											1.0														
WBGene00196597	F12D9.10				0.4																					
WBGene00196598	R186.10					0.9	3.0		0.3	0.5	0.2	9.0			0.1		4.0	0.5		0.7						
WBGene00196602	W05E10.10				0.3	0.5				0.3		0.1			0.1			0.1								
WBGene00196603	C13G3.5					0.5									0.3				0.2		0.2					
WBGene00196604	T03G6.5				0.5	10.0						0.1					3.0									
WBGene00196606	Y15E3A.7				0.1	18.0		0.4	0.2	0.1		0.1			2.0	0.3	92.0	0.1	0.2	0.8	1.0		0.1		0.1	
WBGene00196610	W09C5.13					0.2											3.0									
WBGene00196612	F42E8.3				1.0	0.6						0.5			0.1											
WBGene00196613	T28B4.7					0.3													0.2							
WBGene00196615	F53F4.21																		0.1							
WBGene00196616	F01E11.8				6.0	0.3															0.2					
WBGene00196617	C50H2.15				4.0	3.0									0.2		12.0		0.1		0.3					
WBGene00196618	F59D12.9				2.0	9.0									0.1											
WBGene00196619	C04A11.6				0.1	5.0							1.0				0.8		1.0		3.0					
WBGene00196622	F29D11.3					1.0			0.4						0.2	0.3	17.0	0.2			0.3		0.9		0.7	
WBGene00196623	F09C8.4	0.6	0.6	1.0	2.0	4.0	4.0		0.1			0.9		0.1			54.0	0.1			2.0	2.0	0.7			0.7
WBGene00196624	Y47C4A.2											11.0			0.1			0.9								
WBGene00196625	T28C12.8			1.0	19.0	30.0																				
WBGene00196627	H08J11.5				0.2												25.0				0.1					
WBGene00196629	T12B3.7																0.6									
WBGene00196630	F09D5.1				5.0	7.0	14.0										4.0				1.0					
WBGene00196631	F26D11.15				0.3	5.0				0.1	0.1	1.0		0.2	0.1	2.0	11.0	2.0	1.0	1.0	2.0	0.5	0.5		0.6	0.7
WBGene00196632	F22F4.8				13.0	41.0	3.0	0.5							0.1		47.0		0.2		0.2					
WBGene00196635	F31F7.5				0.2	4.0	0.3					0.2					2.0	1.0	0.4		0.1	1.0			0.3	
WBGene00196637	F52H2.10			0.5	2.0	0.5													3.0							
WBGene00196639	T22C1.14			2.0	8.0	7.0	6.0				0.1							0.4	0.3		0.3					
WBGene00196640	T25D3.5				0.6	6.0						0.4	0.7			1.0	16.0		4.0			0.2	0.7	0.2	0.1	0.2
WBGene00196641	F45E1.9																	0.2			0.7					
WBGene00196642	F52B10.10											0.2														
WBGene00196643	F45B8.9													0.1			4.0		0.4			0.9				
WBGene00196644	K08H10.15				0.7	0.4	0.2	0.3				0.1	2.0		0.3		12.0				0.3			0.6	0.2	0.1
WBGene00196645	C34D10.3	0.5		0.7	3.0	2.0	0.5		0.3	0.1		2.0			11.0					0.4					6.0	
WBGene00196646	C33D12.10				4.0	0.5															0.2					
WBGene00196648	K03B8.16											0.1									0.2					
WBGene00196649	F42H10.12					0.3							0.7					0.6			7.0	0.8				
WBGene00196650	H01G02.7																		0.2							
WBGene00196653	R04F11.11				2.0	1.0		0.3													3.0					
WBGene00196654	ZC53.9																14.0									
WBGene00196655	ZC250.7							0.4													0.2					
WBGene00196656	M02D8.9					0.3	2.0																			
WBGene00196658	C48B6.12				0.3	18.0		4.0				0.5					27.0		0.6	0.5	3.0					
WBGene00196660	T28B11.9			3.0	3.0	6.0				0.1			0.7				1.0	0.1			0.5					
WBGene00196661	W03G11.9				3.0	0.3													0.2		1.0					
WBGene00196663	W03G11.10				3.0	0.2						1.0					0.8				1.0					
WBGene00196664	ZC53.10											0.1														
WBGene00196665	R173.7					0.6																				
WBGene00196666	T22C8.9																		0.3							
WBGene00196668	K11H12.14			35.0	2.0	4.0		0.3																		
WBGene00196669	Y47D3B.14				1.0	0.2						0.1					1.0				0.2		0.5			
WBGene00196670	ZK507.7									0.4		0.4														
WBGene00196672	F57G12.4				4.0	0.4		0.2							0.1											
WBGene00196673	ZK897.9																	0.1								
WBGene00196674	C15A7.5																	0.1		0.2	0.3		0.3			
WBGene00196676	T14F9.10																				0.1					
WBGene00196678	D2023.13				14.0	5.0				0.2																
WBGene00196679	F10G8.11			1.0	31.0	35.0	9.0	0.8				0.1	3.0	0.1	1.0	0.9	2.0	0.4	0.1	1.0	0.8	0.1	3.0		1.0	
WBGene00196681	M03F4.10				0.4	0.2			1.0						0.2		6.0	0.1			0.2					
WBGene00196682	F15A2.10					0.3															0.1					
WBGene00196683	F41D9.9				0.5												17.0		2.0							
WBGene00196684	F59D8.3																		0.4							
WBGene00196685	T14F9.11															0.2					0.1					
WBGene00196686	F42E11.5				0.2				0.1			0.6			0.1						3.0					
WBGene00196687	C09B8.12	4.0				3.0		0.6	0.3		0.1	9.0	3.0	0.6	0.2	0.6	12.0	0.4		1.0	3.0		0.2	0.8	1.0	
WBGene00196688	B0250.15									0.1			4.0				6.0				1.0					
WBGene00196689	C26B2.12			0.8	9.0	21.0												0.5		0.7	0.2					
WBGene00196690	F20A1.12	0.7										0.2		0.1				0.2	0.1	0.1	0.6					
WBGene00196691	M02D8.10					0.8						0.2			0.1	0.4	1.0			0.9	0.4		0.5			
WBGene00196692	Y73B3A.24									0.8								0.5								
WBGene00196693	F11C1.12				0.3	0.2											2.0					0.5				
WBGene00196694	C29H12.8					0.7									0.1				0.7							
WBGene00196695	T14G10.9					0.3		0.9	0.1			0.3	7.0	0.1	0.1			0.5						0.9		
WBGene00196696	H06I04.11					0.2													1.0			0.2				
WBGene00196700	F54E4.9					0.2															3.0					
WBGene00196701	ZC455.15				0.2																0.1					
WBGene00196702	T12A7.11			0.8	3.0	1.0	2.0					0.2			0.1					0.8						
WBGene00196703	F32B4.9							1.0		0.2																
WBGene00196704	C52B9.15				0.1																		0.2			
WBGene00196706	F35A5.9																		0.3							
WBGene00196707	B0393.12																	1.0								0.1
WBGene00196708	K08A8.9				1.0													0.4								
WBGene00196709	T04C12.18				0.1	1.0	2.0			0.2		0.1	3.0				3.0	0.1	0.8	0.6	0.2		0.7			0.1
WBGene00196710	T21C9.14					0.3		0.1	0.6			4.0	5.0	0.2						0.3	0.6		0.5	0.2		0.3
WBGene00196711	ZK892.9			0.3	0.6	4.0		0.6	0.1						0.1				0.6							
WBGene00196712	F22B5.11					0.4		0.5												0.1	0.7					
WBGene00196713	F18A12.9			3.0	0.3	3.0			0.1			7.0			0.1			0.3								
WBGene00196715	F46F3.7																3.0					0.1				
WBGene00196716	ZK899.9																	0.1	0.5		0.6					
WBGene00196718	F49D11.12		0.6															0.9								
WBGene00196719	K09F5.7					2.0		0.4									11.0				0.2					
WBGene00196720	ZC247.5																4.0		0.4					0.2		
WBGene00196721	F57B10.17				1.0								0.5		0.1				0.3		0.1	0.1	0.9		0.3	
WBGene00196723	F53B3.9	0.3				0.1										0.6				0.5	0.3					
WBGene00196725	Y66A7AL.2											0.2				1.0	1.0				0.2		3.0			
WBGene00196727	T05A6.9					0.5													0.1							
WBGene00196728	C27C12.8					0.3		0.6				2.0														
WBGene00196729	K04D7.10																5.0				0.1		0.8			
WBGene00196730	F14D1.1				1.0	0.5	0.5												0.1							
WBGene00196731	C09G1.6				10.0	6.0											0.7	0.3	0.1							
WBGene00196733	ZK381.41			0.5	0.8	0.6											0.4				0.1					
WBGene00196735	T28B11.10			11.0	0.8	5.0			0.8		0.2		1.0				0.6				0.1			0.1		
WBGene00196736	R74.9				6.0	7.0		1.0									9.0				2.0					
WBGene00196737	T28B4.8					0.1													1.0							
WBGene00196740	H35B03.23				0.1	1.0			0.1								3.0				5.0	0.1				
WBGene00196741	C18B2.7																		2.0							
WBGene00196742	T01B6.6																				3.0					
WBGene00196743	K10C3.9					0.3							3.0	0.1	0.1		3.0	0.4	0.3			0.4	0.2			
WBGene00196744	Y73B6BL.274																		0.1		0.2					
WBGene00196745	H05G16.3				1.0	9.0									0.2			0.1	0.3	0.5	0.1					
WBGene00196746	C02H7.4				0.7	0.5	1.0														0.3					
WBGene00196747	Y53G8AR.10				3.0	2.0				0.3								0.5	0.7		3.0					
WBGene00196749	F54D12.14					1.0				0.2									0.7							
WBGene00196751	K08B12.7				2.0	2.0		1.0	0.1			0.5	4.0		0.1	0.2	2.0		0.8		1.0	0.5	0.4			0.1
WBGene00196753	W06B11.6				11.0	0.9		0.3										0.2		0.1	2.0				0.4	
WBGene00196755	F29G6.4																		2.0							
WBGene00196758	Y69E1A.10				1.0	20.0						0.9		0.1					0.5	0.1						
WBGene00196759	F58H1.12			73.0	4.0	27.0											67.0		1.0	0.3	0.2					
WBGene00196762	K08A2.11				73.0	114.0	5.0								0.1				1.0							
WBGene00196763	T20B5.4				0.2																					
WBGene00196764	C45B2.10											0.1					1.0				0.2					
WBGene00196765	K08A8.10				2.0	5.0						0.1				2.0	60.0			1.0	0.4	0.6	3.0			0.3
WBGene00196766	W05E10.11				7.0	3.0		0.1											0.2		0.2					
WBGene00196768	ZK909.7									0.3																
WBGene00196770	F09B12.8				5.0	0.3	1.0			0.1							3.0									
WBGene00196771	F54A3.8					3.0											12.0									
WBGene00196772	ZK813.9				0.4													11.0		2.0	45.0					
WBGene00196775	F58G11.7				9.0	6.0																				
WBGene00196777	T19A5.13				0.8	0.1						4.0										0.7	0.3	0.3		
WBGene00196778	F26D12.99				0.4	19.0		9.0	2.0			1.0			0.7			0.2	0.6		0.8				2.0	
WBGene00196779	C15C7.10																5.0				0.3					
WBGene00196780	C17E4.15			3.0	1.0	5.0	9.0	5.0					0.5				5.0	0.4		0.1	4.0		0.4			0.1
WBGene00196781	Y65B4BL.10																		0.1							
WBGene00196782	T26C12.7				0.3	0.4				1.0	0.5	17.0		0.2				2.0			0.2					
WBGene00196783	F25F2.3																				0.1					
WBGene00196784	T22E5.11					0.5											1.0									
WBGene00196785	ZK328.10				0.3	2.0													0.2							
WBGene00196786	R12C12.11				0.1	0.2									0.4											
WBGene00196787	C14B9.12														0.1			1.0	1.0	0.3	0.6		0.3			
WBGene00196789	ZC64.9				2.0	1.0															0.1	0.1				
WBGene00196791	W01B11.7					3.0			0.1		0.1	21.0					2.0	0.3	2.0	0.6						
WBGene00196792	C11D2.99				0.4	0.8	12.0												0.6	0.2						
WBGene00196793	C04C11.9	2.0			0.5	3.0						0.1				1.0	13.0	1.0		0.3	1.0	0.2	1.0			
WBGene00196795	C06E7.89												3.0													
WBGene00196796	W10C8.9				0.1	0.2										0.2	20.0				2.0		0.2			
WBGene00196797	C02D4.5	2.0				4.0		1.0					0.9		0.6	3.0	6.0	0.7	0.2	0.7	2.0		1.0			0.3
WBGene00196798	F59C12.7											0.3				0.4	2.0		2.0				0.7			
WBGene00196799	R13H4.9				3.0							0.4							0.4							
WBGene00196802	C36F7.10					2.0											15.0				2.0					
WBGene00196803	C18E9.12										0.1															
WBGene00196804	C45B2.11					0.7						0.5			0.2				2.0							
WBGene00196805	F45D3.8				3.0	2.0																				
WBGene00196807	T01B6.7		0.8																		0.6		0.5			
WBGene00196808	ZK678.10										0.3								2.0							
WBGene00196809	T10B10.10											0.1							0.2		5.0					
WBGene00196810	W06B11.7					1.0		0.3				0.1														
WBGene00196811	F58H1.13																9.0	0.1			0.4					
WBGene00196812	Y39B6A.74																	1.0								
WBGene00196814	F14F3.8				2.0	2.0		0.3				0.2				0.2	7.0	0.3	0.1		0.2	0.1	0.7			0.1
WBGene00196815	F40E10.8					0.2																				
WBGene00196816	T27E4.15												0.6					0.1	0.3		0.3	0.8				
WBGene00196817	Y54G2A.60				0.4																					
WBGene00196818	F25B5.9					0.6												0.1								
WBGene00196819	F31E8.10	0.7			9.0	12.0	6.0										3.0	0.2	0.8	0.6	0.1		0.2			
WBGene00196820	F46C8.11	89.0						4.0				0.3				103.0	4.0	9.0		21.0	164.0	1.0	24.0			4.0
WBGene00196821	F29C4.9																	0.1			0.2					0.1
WBGene00196822	T19C4.19		12.0		0.2	0.4												1.0								
WBGene00196825	C53A5.18				0.3																					
WBGene00196826	B0350.72				4.0	0.8										0.5		0.2	2.0	0.9	0.9					
WBGene00196827	C17C3.22				2.0	0.2																				
WBGene00196829	T23B12.12		32.0		0.6	0.8			0.1	0.5	4.0	125.0		0.8	3.0			3.0		1.0	0.3				3.0	
WBGene00196830	F40H3.8				2.0	11.0			0.7	0.4		0.4			6.0		2.0		0.1	0.3				0.4	1.0	
WBGene00196831	H35N03.2			3.0	1.0	0.8	0.5	0.1							0.1				0.2							
WBGene00196832	F08H9.13												0.6								0.3					
WBGene00196834	C24B5.8									7.0								0.3	0.1					0.5		
WBGene00196836	C26E1.5					0.1						0.2					1.0		0.9		2.0					
WBGene00196837	C17D12.11					0.6																				
WBGene00196838	F55C5.14				0.2	61.0	0.3		0.1						0.3	3.0	24.0	0.3		0.2	0.2		1.0		0.2	
WBGene00196840	K10D6.9				1.0	4.0									0.1			0.1	0.7		3.0					
WBGene00196841	F25H10.2				4.0	0.9													0.9							
WBGene00196842	DH11.7				2.0	0.3			0.1			1.0						0.1			0.6					
WBGene00196843	C41G11.9		0.9	38.0	21.0	9.0	9.0		1.0	2.0	0.4	0.6		0.2	0.1		3.0	6.0		2.0	0.2				1.0	
WBGene00196845	W02F12.10					0.4		2.0				1.0					3.0				0.2					
WBGene00196846	T22D1.19												1.0						0.1		6.0					
WBGene00196847	Y39A3CL.9				0.4	1.0																				
WBGene00196848	ZK353.11				5.0	3.0	0.5	0.4	0.9	1.0		1.0			3.0			1.0		0.9	0.2				2.0	
WBGene00196851	Y38C1AA.15				6.0	5.0			0.4				4.0		0.3		52.0	0.2	0.4		0.3				1.0	
WBGene00196852	C02F4.10				3.0	5.0	1.0	0.7	0.1	0.5		0.3		0.2	2.0	0.1	0.6			0.5	3.0				0.2	
WBGene00196853	T07F10.9				0.6	10.0				0.1										0.3	0.2		0.2			
WBGene00196854	CD4.13	0.8			1.0	1.0	3.0					0.4		0.4	0.1	0.4	3.0	1.0	0.3	1.0	1.0	0.6	0.9	0.2		0.3
WBGene00196856	R10E11.10			0.5	3.0	2.0					0.1		2.0		0.4	0.2	18.0	0.4	1.0	0.3	0.1	0.4				0.8
WBGene00196858	C30C11.7			0.8	6.0	0.5											3.0	0.1			0.2					
WBGene00196859	C47D12.9					0.3																				
WBGene00196860	T02E9.14				3.0	0.7		0.6	0.1	1.0					0.8				0.2		7.0					
WBGene00196861	F41H10.36					0.1			0.1				0.4				3.0	0.4			0.3		0.3			
