# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-3727
# Selected columns: 4 (all)
# Timestamp: Fri, 24-Aug-2018 23:13:02
Gene ID	Gene Name	brain	heart	kidney	skeletal muscle tissue
ENSACAG00000016871	PKIG	4.0	491.0	6.0	56.0
ENSACAG00000016872	ENSACAG00000016872	0.5		0.8	
ENSACAG00000016873	ADA	2.0	0.5	0.7	0.3
ENSACAG00000016874	ENSACAG00000016874	1.0		0.4	0.3
ENSACAG00000016875	ENSACAG00000016875	0.1	0.1		
ENSACAG00000016876	ACVRL1	7.0	2.0	1.0	0.9
ENSACAG00000016880	TDO2	0.5	0.4	3.0	1.0
ENSACAG00000016881	HEXDC	9.0	8.0	7.0	7.0
ENSACAG00000016882	ENSACAG00000016882	54.0	217.0	256.0	62.0
ENSACAG00000016883	ENSACAG00000016883	41.0	5.0	8.0	2.0
ENSACAG00000016884	SWSAP1	9.0	17.0	12.0	5.0
ENSACAG00000016885	C17orf62	11.0	2.0	5.0	1.0
ENSACAG00000016886	EPOR	12.0	31.0	4.0	4.0
ENSACAG00000016888	ENSACAG00000016888	24.0	56.0	43.0	21.0
ENSACAG00000016889	ENSACAG00000016889	0.7	0.1		0.2
ENSACAG00000016890	ENSACAG00000016890	10.0	4.0	2.0	3.0
ENSACAG00000016891	GGH	18.0	3.0	8.0	2.0
ENSACAG00000016892	ENSACAG00000016892	11.0	4.0	6.0	7.0
ENSACAG00000016893	ENSACAG00000016893	76.0	45.0	29.0	18.0
ENSACAG00000016894	NARF	14.0	4.0	5.0	6.0
ENSACAG00000016895	METTL16	10.0	9.0	6.0	8.0
ENSACAG00000016896	ENSACAG00000016896	17.0	1.0	2.0	0.4
ENSACAG00000016897	ENSACAG00000016897	3.0			
ENSACAG00000016899	TMED10	15.0	24.0	24.0	22.0
ENSACAG00000016900	ENSACAG00000016900	0.2		0.3	
ENSACAG00000016901	FLRT3	16.0	0.5	2.0	0.7
ENSACAG00000016902	WISP2	12.0	103.0	3.0	3.0
ENSACAG00000016903	RGL3	4.0	5.0	4.0	
ENSACAG00000016904	ENSACAG00000016904	5.0	0.8	0.5	0.2
ENSACAG00000016905	ENSACAG00000016905	16.0	5.0	5.0	4.0
ENSACAG00000016906	ENSACAG00000016906	2.0	0.9	3.0	1.0
ENSACAG00000016907	ENSACAG00000016907	0.9	130.0	0.6	0.4
ENSACAG00000016908	ENSACAG00000016908	7.0	5.0	3.0	5.0
ENSACAG00000016909	RIMS4	4.0		0.1	
ENSACAG00000016910	ENSACAG00000016910	1.0	2.0	1.0	0.5
ENSACAG00000016911	ENSACAG00000016911	50.0	24.0	18.0	10.0
ENSACAG00000016912	ASIC5	0.1			
ENSACAG00000016914	ENSACAG00000016914	13.0	0.2	1.0	
ENSACAG00000016915	ANKRD33		0.1		21.0
ENSACAG00000016916	ENSACAG00000016916		0.2	8.0	0.4
ENSACAG00000016918	ENSACAG00000016918	9.0	10.0	25.0	18.0
ENSACAG00000016919	ZNF385C	6.0	0.1	0.3	4.0
ENSACAG00000016920	PHYKPL	10.0	6.0	5.0	2.0
ENSACAG00000016921	FOS	59.0	41.0	16.0	23.0
ENSACAG00000016922	FIGNL2	0.5	0.4		0.2
ENSACAG00000016923	ENSACAG00000016923	10.0	2.0	8.0	2.0
ENSACAG00000016924	AQP6	2.0	3.0	4.0	1.0
ENSACAG00000016925	CCDC151	5.0	0.5	2.0	0.1
ENSACAG00000016926	ENSACAG00000016926	7.0	5.0	2.0	3.0
ENSACAG00000016927	ENSACAG00000016927		0.3		0.2
ENSACAG00000016928	ENSACAG00000016928	114.0	80.0	32.0	33.0
ENSACAG00000016929	GUCY1B3	49.0	4.0	2.0	0.9
ENSACAG00000016930	DHRS7C	0.1	7.0		145.0
ENSACAG00000016931	ECHDC3	3.0	3.0	11.0	1.0
ENSACAG00000016932	ENSACAG00000016932	1317.0	0.3	0.2	0.3
ENSACAG00000016934	BZW1	74.0	65.0	103.0	95.0
ENSACAG00000016935	ENSACAG00000016935	21.0	6.0	4.0	6.0
ENSACAG00000016936	NKIRAS2	49.0	12.0	11.0	6.0
ENSACAG00000016937	ENSACAG00000016937	43.0	12.0	20.0	11.0
ENSACAG00000016938	DNAJC7	55.0	34.0	12.0	41.0
ENSACAG00000016939	PRKCSH	39.0	30.0	53.0	5.0
ENSACAG00000016940	HIPK2	32.0	30.0	17.0	53.0
ENSACAG00000016942	PROSER2	4.0	2.0	2.0	0.9
ENSACAG00000016943	ENSACAG00000016943	55.0	168.0	117.0	40.0
ENSACAG00000016944	JDP2	6.0	5.0	10.0	1.0
ENSACAG00000016945	GLP2R	0.6	0.1	0.2	
ENSACAG00000016946	HNRNPAB	217.0	145.0	117.0	63.0
ENSACAG00000016947	ENSACAG00000016947	17.0	5.0	3.0	10.0
ENSACAG00000016948	ENSACAG00000016948	26.0	3.0	2.0	1.0
ENSACAG00000016949	ENSACAG00000016949	45.0	0.2	0.2	
ENSACAG00000016950	ENSACAG00000016950	5.0	1.0	1.0	13.0
ENSACAG00000016951	BATF	0.1	2.0	0.9	0.1
ENSACAG00000016952	ENSACAG00000016952	10.0	9.0	26.0	6.0
ENSACAG00000016953	ENSACAG00000016953	36.0	52.0	28.0	169.0
ENSACAG00000016954	ENSACAG00000016954	35.0	18.0	8.0	7.0
ENSACAG00000016955	FLVCR2	7.0	0.8	2.0	0.4
ENSACAG00000016958	ELAVL3	22.0			
ENSACAG00000016959	ENSACAG00000016959	8.0	1.0	1.0	0.2
ENSACAG00000016960	ENSACAG00000016960	3.0	0.6	0.8	2.0
ENSACAG00000016962	ENSACAG00000016962	28.0	10.0	7.0	9.0
ENSACAG00000016963	ACE2	0.1	0.4	77.0	
ENSACAG00000016964	CLK1	80.0	73.0	61.0	39.0
ENSACAG00000016965	ENSACAG00000016965	26.0	9.0	13.0	6.0
ENSACAG00000016966	ENSACAG00000016966	29.0	31.0	10.0	24.0
ENSACAG00000016967	ENSACAG00000016967	12.0	53.0	97.0	12.0
ENSACAG00000016968	ENSACAG00000016968	1.0	1.0	1.0	0.5
ENSACAG00000016969	ENSACAG00000016969	9.0	0.4	5.0	0.9
ENSACAG00000016971	RACGAP1	0.7	2.0	0.4	0.2
ENSACAG00000016972	CASC1	2.0	0.1	0.8	
ENSACAG00000016974	ENSACAG00000016974	5.0	1.0	0.8	1.0
ENSACAG00000016975	GUCY1A3	5.0	5.0	1.0	0.5
ENSACAG00000016977	RGS10	1.0	1.0	2.0	0.5
ENSACAG00000016978	ENSACAG00000016978	58.0	17.0	30.0	11.0
ENSACAG00000016979	ENSACAG00000016979	5.0	2.0	7.0	0.1
ENSACAG00000016980	ENSACAG00000016980	21.0	4.0	7.0	16.0
ENSACAG00000016981	ECSIT	15.0	21.0	16.0	10.0
ENSACAG00000016982	TTLL5	21.0	2.0	3.0	2.0
ENSACAG00000016984	CNP	288.0	0.9	2.0	4.0
ENSACAG00000016985	KIAA1549	8.0	0.4	4.0	0.3
ENSACAG00000016986	TIAL1	31.0	23.0	17.0	15.0
ENSACAG00000016987	ENSACAG00000016987	39.0	0.1	0.5	0.1
ENSACAG00000016988	ENSACAG00000016988	9.0	7.0	5.0	4.0
ENSACAG00000016989	ENSACAG00000016989	2.0	0.2	1.0	0.1
ENSACAG00000016990	ENSACAG00000016990	36.0	0.1	0.1	
ENSACAG00000016991	ENSACAG00000016991	45.0	59.0	175.0	21.0
ENSACAG00000016993	ENSACAG00000016993	12.0	2.0	8.0	0.5
ENSACAG00000016994	ENSACAG00000016994	32.0	0.1	21.0	0.1
ENSACAG00000016997	GAS7	7.0	1.0	2.0	0.6
ENSACAG00000016998	TTC25	1.0	0.1	1.0	
ENSACAG00000017001	CNN1	9.0	488.0	14.0	90.0
ENSACAG00000017002	ENSACAG00000017002	34.0	8.0	8.0	37.0
ENSACAG00000017003	ENSACAG00000017003	10.0	36.0	4.0	14101.0
ENSACAG00000017005	ENSACAG00000017005	27.0	8.0	6.0	4.0
ENSACAG00000017006	ENSACAG00000017006	3.0	1.0	6.0	2.0
ENSACAG00000017007	ENSACAG00000017007	39.0	23.0	48.0	16.0
ENSACAG00000017008	ENSACAG00000017008	54.0	45.0	31.0	23.0
ENSACAG00000017009	PTGER1		0.1	0.5	0.3
ENSACAG00000017010	ENSACAG00000017010	177.0	27.0	23.0	13.0
ENSACAG00000017011	ENSACAG00000017011	41.0	23.0	12.0	9.0
ENSACAG00000017012	ENSACAG00000017012	0.3	0.4	0.3	
ENSACAG00000017013	ACLY	250.0	7.0	18.0	3.0
ENSACAG00000017014	GIPC1	69.0	16.0	20.0	13.0
ENSACAG00000017016	TMEM213		6.0	121.0	1.0
ENSACAG00000017018	ENSACAG00000017018	15.0	30.0	9.0	35.0
ENSACAG00000017019	ENSACAG00000017019	26.0	4.0	12.0	9.0
ENSACAG00000017020	TGFB3	13.0	20.0	7.0	17.0
ENSACAG00000017021	ENSACAG00000017021	21.0	2.0	3.0	2.0
ENSACAG00000017022	DNAJB1	21.0	15.0	12.0	6.0
ENSACAG00000017023	ENSACAG00000017023	54.0	14.0	13.0	8.0
ENSACAG00000017024	ENSACAG00000017024	18.0	20.0	13.0	16.0
ENSACAG00000017025	PKD2L2		3.0	0.2	0.6
ENSACAG00000017026	PPIL3	2.0	3.0	3.0	0.8
ENSACAG00000017027	TECR	141.0	21.0	66.0	168.0
ENSACAG00000017029	GYS2	0.1		7.0	
ENSACAG00000017030	ENSACAG00000017030	75.0	57.0	43.0	59.0
ENSACAG00000017031	TMEM27	0.4		234.0	
ENSACAG00000017032	BAG3	55.0	121.0	17.0	215.0
ENSACAG00000017033	ENSACAG00000017033	3.0	2.0	0.7	0.2
ENSACAG00000017034	ENSACAG00000017034	10.0	9.0	7.0	7.0
ENSACAG00000017035	ENSACAG00000017035	9.0	6.0	2.0	8.0
ENSACAG00000017036	NIF3L1	18.0	9.0	18.0	11.0
ENSACAG00000017037	ENSACAG00000017037	14.0	47.0	41.0	55.0
ENSACAG00000017038	SMARCD1	73.0	16.0	18.0	7.0
ENSACAG00000017039	ENSACAG00000017039	12.0	14.0	10.0	6.0
ENSACAG00000017040	ACP5	0.9	1.0	8.0	0.2
ENSACAG00000017041	ENSACAG00000017041	16.0	13.0	8.0	7.0
ENSACAG00000017042	ENSACAG00000017042	0.2	2.0		1.0
ENSACAG00000017044	ENSACAG00000017044	53.0	30.0	16.0	20.0
ENSACAG00000017046	ENSACAG00000017046	6.0	13.0	5.0	1.0
ENSACAG00000017047	ENSACAG00000017047	12.0	1.0	0.1	0.4
ENSACAG00000017048	ENSACAG00000017048	7.0	3.0	0.9	3.0
ENSACAG00000017049	ENSACAG00000017049	4.0	3.0	2.0	1.0
ENSACAG00000017050	AP1S2	86.0	9.0	11.0	11.0
ENSACAG00000017051	ENSACAG00000017051	7.0	0.1		
ENSACAG00000017052	GRPR	2.0		0.4	
ENSACAG00000017053	IFT43	12.0	13.0	9.0	2.0
ENSACAG00000017054	NFIX	9.0	3.0	3.0	5.0
ENSACAG00000017055	NDUFB7	331.0	496.0	337.0	351.0
ENSACAG00000017057	ENSACAG00000017057	2.0	2.0	3.0	0.9
ENSACAG00000017058	ENSACAG00000017058	141.0	187.0	176.0	52.0
ENSACAG00000017059	ENSACAG00000017059	59.0	19.0	14.0	26.0
ENSACAG00000017060	GPATCH2L	83.0	8.0	5.0	7.0
ENSACAG00000017061	ENSACAG00000017061	14.0	9.0	6.0	4.0
ENSACAG00000017062	ENSACAG00000017062	1.0	1.0	0.4	0.1
ENSACAG00000017063	GPD1	70.0	24.0	29.0	346.0
ENSACAG00000017064	ENSACAG00000017064	25.0	20.0	10.0	6.0
ENSACAG00000017065	ENSACAG00000017065	7.0	3.0	3.0	1.0
ENSACAG00000017066	ENSACAG00000017066	84.0	18.0	18.0	7.0
ENSACAG00000017070	ENSACAG00000017070	1.0	1.0	2.0	2.0
ENSACAG00000017071	ESRRB	4.0	0.3	2.0	0.6
ENSACAG00000017072	ENSACAG00000017072	183.0	450.0	710.0	200.0
ENSACAG00000017073	ENSACAG00000017073	41.0	17.0	8.0	11.0
ENSACAG00000017074	ENSACAG00000017074	7.0	2.0	2.0	0.7
ENSACAG00000017077	ENSACAG00000017077	127.0	24.0	25.0	21.0
ENSACAG00000017078	ENSACAG00000017078	0.1		0.1	0.1
ENSACAG00000017079	COX14	39.0	122.0	90.0	38.0
ENSACAG00000017080	CERS5	23.0	7.0	12.0	3.0
ENSACAG00000017081	ENSACAG00000017081	23.0	6.0	7.0	4.0
ENSACAG00000017082	TRAPPC5	74.0	27.0	17.0	11.0
ENSACAG00000017083	KISS1R	2.0	1.0	0.4	0.2
ENSACAG00000017085	MYOT	1.0	56.0	0.5	202.0
ENSACAG00000017086	ENSACAG00000017086	0.2	0.2	0.1	
ENSACAG00000017087	ENSACAG00000017087	4.0	2.0	2.0	0.4
ENSACAG00000017088	GADD45GIP1	87.0	67.0	108.0	62.0
ENSACAG00000017089	LDHB	1386.0	4905.0	859.0	167.0
ENSACAG00000017090	VASH1	15.0	1.0	1.0	2.0
ENSACAG00000017091	ENSACAG00000017091	15.0		0.4	0.1
ENSACAG00000017092	ENSACAG00000017092	21.0		3.0	0.2
ENSACAG00000017093	KLHL11	13.0	3.0	2.0	2.0
ENSACAG00000017095	ENSACAG00000017095	39.0	16.0	6.0	17.0
ENSACAG00000017096	ENSACAG00000017096	67.0	35.0	5.0	71.0
ENSACAG00000017097	NT5C3B	42.0	34.0	41.0	7.0
ENSACAG00000017098	MCMBP	8.0	6.0	5.0	4.0
ENSACAG00000017099	LIMA1	17.0	5.0	35.0	2.0
ENSACAG00000017100	ENSACAG00000017100	0.8		0.1	0.1
ENSACAG00000017101	ENSACAG00000017101	1.0	2.0	2.0	1.0
ENSACAG00000017102	ENSACAG00000017102	8.0	2.0	3.0	2.0
ENSACAG00000017103	LRGUK	4.0	0.2	2.0	0.3
ENSACAG00000017105	STXBP2	9.0	14.0	14.0	3.0
ENSACAG00000017106	ENSACAG00000017106	27.0	24.0	14.0	35.0
ENSACAG00000017107	ENSACAG00000017107	0.8	4.0	1.0	0.2
ENSACAG00000017109	HNRNPA0	39.0	26.0	14.0	12.0
ENSACAG00000017111	ENSACAG00000017111	208.0	829.0	279.0	253.0
ENSACAG00000017112	ENSACAG00000017112	5.0	0.5	5.0	1.0
ENSACAG00000017113	ANGEL1	27.0	13.0	11.0	30.0
ENSACAG00000017114	ENSACAG00000017114	15.0	11.0	5.0	5.0
ENSACAG00000017116	ENSACAG00000017116	1.0			
ENSACAG00000017117	ENSACAG00000017117	19.0	6.0	7.0	4.0
ENSACAG00000017118	ENSACAG00000017118	4.0	36.0	3.0	169.0
ENSACAG00000017119	ENSACAG00000017119	30.0	19.0	11.0	24.0
ENSACAG00000017120	KLHL3	3.0	1.0	3.0	1.0
ENSACAG00000017122	ENSACAG00000017122	32.0	38.0	22.0	16.0
ENSACAG00000017123	ENSACAG00000017123	25.0	11.0	14.0	9.0
ENSACAG00000017124	ENSACAG00000017124	11.0			
ENSACAG00000017125	ENSACAG00000017125	62.0	25.0	10.0	12.0
ENSACAG00000017126	ENSACAG00000017126	261.0	0.5	0.4	0.3
ENSACAG00000017129	ENSACAG00000017129	3.0	1.0	0.9	0.3
ENSACAG00000017130	ENSACAG00000017130	1.0	0.4	0.4	0.9
ENSACAG00000017131	ENSACAG00000017131	11.0	6.0	5.0	5.0
ENSACAG00000017132	KCNJ8	4.0	1.0	2.0	3.0
ENSACAG00000017133	LARP4	14.0	14.0	22.0	5.0
ENSACAG00000017134	ENSACAG00000017134	238.0	96.0	47.0	56.0
ENSACAG00000017136	ZDHHC22	23.0			
ENSACAG00000017137	ENSACAG00000017137	2.0	0.1	0.1	
ENSACAG00000017139	ABCC9	6.0	19.0	3.0	30.0
ENSACAG00000017140	FKBP10	8.0	4.0	3.0	4.0
ENSACAG00000017141	CALR	310.0	173.0	340.0	52.0
ENSACAG00000017142	TMEM63C	11.0	0.7	0.2	0.1
ENSACAG00000017144	ENSACAG00000017144	2.0	0.7	4.0	0.2
ENSACAG00000017145	ENSACAG00000017145	14.0	0.1		0.5
ENSACAG00000017150	ENSACAG00000017150	0.4	1955.0	0.1	
ENSACAG00000017151	ENSACAG00000017151	5.0	3.0	25.0	1.0
ENSACAG00000017152	ENSACAG00000017152	2.0	0.4	0.6	0.1
ENSACAG00000017153	ENSACAG00000017153	3.0	0.5	115.0	
ENSACAG00000017155	ENSACAG00000017155	0.8	0.1	0.5	
ENSACAG00000017156	DIP2B	16.0	1.0	2.0	0.6
ENSACAG00000017158	NGB	7.0	0.2	6.0	0.2
ENSACAG00000017159	WDR11	15.0	5.0	5.0	3.0
ENSACAG00000017160	ENSACAG00000017160	3.0	2.0	2.0	1.0
ENSACAG00000017162	ENSACAG00000017162	1.0	3.0	70.0	1.0
ENSACAG00000017163	C17orf53	2.0	0.4	0.5	0.4
ENSACAG00000017164	ENSACAG00000017164	4.0	2.0	5.0	1.0
ENSACAG00000017166	FARSA	52.0	46.0	21.0	37.0
ENSACAG00000017167	ENSACAG00000017167		0.1		
ENSACAG00000017168	ASB16	3.0	2.0	1.0	80.0
ENSACAG00000017169	ENSACAG00000017169	0.1	0.1	9.0	0.1
ENSACAG00000017170	POMT2	9.0	0.5	0.9	0.7
ENSACAG00000017171	ENSACAG00000017171	4.0	2.0	0.5	0.2
ENSACAG00000017172	PCP2	0.2			
ENSACAG00000017173	XAB2	20.0	8.0	9.0	4.0
ENSACAG00000017174	ENSACAG00000017174	61.0	17.0	9.0	18.0
ENSACAG00000017175	ENSACAG00000017175	0.1	73.0	3.0	
ENSACAG00000017176	ENSACAG00000017176	19.0	50.0	54.0	89.0
ENSACAG00000017177	TMUB2	16.0	4.0	8.0	2.0
ENSACAG00000017178	ENSACAG00000017178	39.0	44.0	15.0	69.0
ENSACAG00000017179	ENSACAG00000017179	69.0	3.0	2.0	5.0
ENSACAG00000017180	ENSACAG00000017180	20.0	31.0	5.0	5.0
ENSACAG00000017181	ENSACAG00000017181	43.0	11.0	8.0	6.0
ENSACAG00000017185	ENSACAG00000017185	0.2	1.0	1.0	0.4
ENSACAG00000017186	ENSACAG00000017186	74.0	45.0	31.0	25.0
ENSACAG00000017193	ENSACAG00000017193	3.0	3.0	3.0	1.0
ENSACAG00000017194	ENSACAG00000017194	34.0			
ENSACAG00000017195	ENSACAG00000017195	151.0	64.0	154.0	49.0
ENSACAG00000017196	ENSACAG00000017196	0.5	0.9	2.0	6.0
ENSACAG00000017198	GSTZ1	8.0	19.0	341.0	6.0
ENSACAG00000017200	ENSACAG00000017200	32.0	10.0	13.0	2.0
ENSACAG00000017201	ENSACAG00000017201	405.0	132.0	76.0	23.0
ENSACAG00000017202	ATF1	18.0	17.0	48.0	10.0
ENSACAG00000017203	ENSACAG00000017203	27.0	7.0	16.0	4.0
ENSACAG00000017204	CAMSAP3	48.0	1.0	14.0	1.0
ENSACAG00000017205	ENSACAG00000017205	0.9	0.2		0.1
ENSACAG00000017206	FGFR2	94.0	4.0	4.0	1.0
ENSACAG00000017208	ENSACAG00000017208	238.0	55.0	15.0	41.0
ENSACAG00000017209	TMED8	5.0	0.2	0.4	0.4
ENSACAG00000017210	ENSACAG00000017210	8.0	2.0	2.0	0.3
ENSACAG00000017211	NOXRED1	2.0	0.3		0.2
ENSACAG00000017213	ENSACAG00000017213	58.0	50.0	30.0	22.0
ENSACAG00000017214	VIPAS39	15.0	3.0	3.0	2.0
ENSACAG00000017215	ENSACAG00000017215	6.0	2.0	8.0	2.0
ENSACAG00000017216	ENSACAG00000017216	7.0	11.0	4.0	4.0
ENSACAG00000017218	ENSACAG00000017218	8.0	3.0	2.0	0.9
ENSACAG00000017220	NOTCH3	54.0	12.0	22.0	10.0
ENSACAG00000017223	ENSACAG00000017223	106.0	88.0	143.0	48.0
ENSACAG00000017224	ENSACAG00000017224	11.0	14.0	5.0	7.0
ENSACAG00000017225	ENSACAG00000017225	1.0	0.8	2.0	
ENSACAG00000017226	ENSACAG00000017226	30.0	219.0	123.0	88.0
ENSACAG00000017227	ENSACAG00000017227	28.0	8.0	9.0	2.0
ENSACAG00000017228	SLC4A1	11.0	3.0	5.0	0.6
ENSACAG00000017231	ENSACAG00000017231	0.5	0.6	1.0	0.4
ENSACAG00000017232	ENSACAG00000017232	43.0	35.0	10.0	18.0
ENSACAG00000017233	ENSACAG00000017233	31.0	12.0	12.0	3.0
ENSACAG00000017234	ENSACAG00000017234	19.0	9.0	42.0	3.0
ENSACAG00000017236	ENSACAG00000017236	62.0	6.0	2.0	324.0
ENSACAG00000017237	ENSACAG00000017237	0.2	0.2	8.0	0.2
ENSACAG00000017238	ENSACAG00000017238	20.0	107.0	18.0	7.0
ENSACAG00000017239	AHSA1	122.0	59.0	34.0	62.0
ENSACAG00000017240	CMAS	8.0	2.0	2.0	0.9
ENSACAG00000017241	ENSACAG00000017241	9.0	6.0	69.0	2.0
ENSACAG00000017242	ATE1	9.0	5.0	4.0	2.0
ENSACAG00000017243	scn8a	29.0	0.1	0.2	
ENSACAG00000017244	ENSACAG00000017244	2.0	0.3	0.1	0.2
ENSACAG00000017247	ENSACAG00000017247	6.0	4.0	3.0	5.0
ENSACAG00000017249	ENSACAG00000017249	27.0	16.0	9.0	11.0
ENSACAG00000017250	ENSACAG00000017250	0.5			
ENSACAG00000017251	ENSACAG00000017251	3.0	0.8	1.0	0.7
ENSACAG00000017252	ENSACAG00000017252	8.0	3.0	3.0	0.8
ENSACAG00000017255	ENSACAG00000017255			1.0	
ENSACAG00000017256	ENSACAG00000017256	16.0	14.0	5.0	4.0
ENSACAG00000017257	ISM2	4.0	0.1	0.6	0.1
ENSACAG00000017258	ENSACAG00000017258	0.2			
ENSACAG00000017259	ENSACAG00000017259	1.0	0.3	0.3	0.2
ENSACAG00000017260	ENSACAG00000017260	0.6	0.2	1.0	0.1
ENSACAG00000017261	SPTLC2	8.0	1.0	3.0	0.7
ENSACAG00000017262	ENSACAG00000017262	0.4			
ENSACAG00000017263	EPHX3	8.0	2.0	23.0	3.0
ENSACAG00000017264	ST8SIA1	6.0			
ENSACAG00000017265	ENSACAG00000017265	0.1		0.3	
ENSACAG00000017266	ENSACAG00000017266	0.6	785.0	0.2	3082.0
ENSACAG00000017268	ENSACAG00000017268	14.0	10.0	7.0	4.0
ENSACAG00000017270	BRD4	21.0	13.0	8.0	6.0
ENSACAG00000017271	ENSACAG00000017271	49.0	34.0	32.0	23.0
ENSACAG00000017275	ENSACAG00000017275	33.0	3.0	2.0	7.0
ENSACAG00000017276	ALKBH1	10.0	5.0	7.0	2.0
ENSACAG00000017277	C2CD5	64.0	16.0	17.0	17.0
ENSACAG00000017278	ENSACAG00000017278	6.0	8.0	5.0	1.0
ENSACAG00000017279	ENSACAG00000017279	97.0	424.0	627.0	115.0
ENSACAG00000017281	ENSACAG00000017281	129.0	52.0	61.0	27.0
ENSACAG00000017285	ENSACAG00000017285	6.0	4.0	6.0	2.0
ENSACAG00000017286	SNW1	88.0	56.0	24.0	23.0
ENSACAG00000017287	RWDD2A	0.4	1.0	2.0	0.1
ENSACAG00000017288	PGM3	6.0	7.0	5.0	2.0
ENSACAG00000017289	ENSACAG00000017289	16.0	7.0	11.0	9.0
ENSACAG00000017290	RUNDC3A	60.0	0.2	0.5	
ENSACAG00000017293	ENSACAG00000017293	8.0	10.0	2.0	28.0
ENSACAG00000017294	ENSACAG00000017294	26.0			
ENSACAG00000017296	ENSACAG00000017296	0.1		1.0	
ENSACAG00000017297	ENSACAG00000017297		22.0		69.0
ENSACAG00000017298	AKAP8	35.0	12.0	6.0	6.0
ENSACAG00000017299	UGCG	16.0	2.0	1.0	1.0
ENSACAG00000017300	ENSACAG00000017300	17.0	1.0	6.0	0.4
ENSACAG00000017304	ETNK1	8.0	0.2	2.0	0.4
ENSACAG00000017306	SLC25A39	67.0	36.0	138.0	17.0
ENSACAG00000017307	DOPEY1	9.0	1.0	1.0	0.4
ENSACAG00000017309	ENSACAG00000017309	3.0		0.5	0.2
ENSACAG00000017310	ENSACAG00000017310	0.1	22.0		71.0
ENSACAG00000017312	ENSACAG00000017312	46.0	151.0	284.0	13.0
ENSACAG00000017313	ADCK1	6.0	3.0	3.0	2.0
ENSACAG00000017314	ENSACAG00000017314	8.0		0.1	
ENSACAG00000017315	AKAP8L	64.0	30.0	14.0	13.0
ENSACAG00000017316	PTBP3	8.0	7.0	12.0	3.0
ENSACAG00000017318	WIZ	43.0	6.0	11.0	6.0
ENSACAG00000017319	MAPT	159.0	0.1	0.6	5.0
ENSACAG00000017320	SOX5	5.0	0.8	1.0	1.0
ENSACAG00000017325	MYH13	0.1	0.2		28.0
ENSACAG00000017326	IBTK	22.0	9.0	8.0	8.0
ENSACAG00000017327	ENSACAG00000017327	1.0	11.0		1074.0
ENSACAG00000017328	NRXN3	9.0			
ENSACAG00000017331	ENSACAG00000017331	20.0	9.0	15.0	7.0
ENSACAG00000017332	ENSACAG00000017332	9.0	81.0	2.0	1720.0
ENSACAG00000017333	FOXK2	29.0	7.0	9.0	7.0
ENSACAG00000017334	ENSACAG00000017334	0.3	0.3	0.5	0.4
ENSACAG00000017335	ENSACAG00000017335	11.0	3.0	8.0	3.0
ENSACAG00000017336	ENSACAG00000017336	25.0	14.0	34.0	4.0
ENSACAG00000017337	ENSACAG00000017337	2.0	0.3	0.2	0.2
ENSACAG00000017339	ENSACAG00000017339	0.1	0.3		
ENSACAG00000017340	ENSACAG00000017340	22.0	18.0	11.0	4.0
ENSACAG00000017341	FAM46A	8.0	3.0	5.0	1.0
ENSACAG00000017342	ENSACAG00000017342	155.0	9.0	2.0	3.0
ENSACAG00000017343	WDR45B	73.0	40.0	41.0	15.0
ENSACAG00000017344	ENSACAG00000017344	77.0	85.0	82.0	70.0
ENSACAG00000017345	ENSACAG00000017345	0.2	0.1	0.2	
ENSACAG00000017346	KANSL1	52.0	10.0	12.0	9.0
ENSACAG00000017347	BCKDHB	7.0	11.0	19.0	6.0
ENSACAG00000017349	ENSACAG00000017349	62.0	30.0	19.0	6.0
ENSACAG00000017350	ENSACAG00000017350	1.0	2.0	7.0	0.9
ENSACAG00000017351	ENSACAG00000017351	0.4	0.1	0.2	
ENSACAG00000017352	BCAT1	1.0	0.1	2.0	0.1
ENSACAG00000017353	HSDL2	14.0	38.0	35.0	18.0
ENSACAG00000017357	ENSACAG00000017357	2.0	0.1	0.2	
ENSACAG00000017358	ENSACAG00000017358	0.3	0.4	0.5	0.2
ENSACAG00000017359	CDC27	30.0	13.0	9.0	19.0
ENSACAG00000017360	ENSACAG00000017360	36.0	0.1	0.2	0.2
ENSACAG00000017362	CA10	41.0	0.1	0.8	
ENSACAG00000017363	ENSACAG00000017363	36.0	70.0	19.0	89.0
ENSACAG00000017365	ENSACAG00000017365	5.0	0.1	0.1	0.1
ENSACAG00000017366	ENSACAG00000017366	0.2	0.1	0.3	
ENSACAG00000017367	HTRA1	9.0	2.0	3.0	2.0
ENSACAG00000017368	TTK	0.3	0.1	0.7	0.1
ENSACAG00000017369	ENSACAG00000017369	73.0	46.0	27.0	47.0
ENSACAG00000017371	CEP128	2.0	1.0	0.7	0.6
ENSACAG00000017372	KIAA1958	9.0	0.4	0.1	
ENSACAG00000017373	FN3KRP	65.0	7.0	10.0	4.0
ENSACAG00000017374	INIP	14.0	6.0	5.0	5.0
ENSACAG00000017376	ENSACAG00000017376	32.0	5.0	9.0	4.0
ENSACAG00000017377	ENSACAG00000017377	4.0	1.0	2.0	1.0
ENSACAG00000017380	GOLT1B	10.0	5.0	4.0	4.0
ENSACAG00000017381	TPK1	11.0	30.0	17.0	4.0
ENSACAG00000017383	ENSACAG00000017383	11.0	2.0	2.0	2.0
