# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-GEOD-62778
# Selected columns: 10 (all)
# Timestamp: Fri, 07-Dec-2018 22:18:08
Gene ID	Gene Name	aleurone	basal endosperm transfer layer	central starchy endosperm	conducting zone	plant embryo	plant embryo-surrounding region	nucellus	pericarp	placento-chalazal region	vascular region of the pedicel
Zm00001d042997	Zm00001d042997	29.0	7.0	45.0	27.0	33.0	8.0	24.0	34.0	8.0	32.0
Zm00001d042998	Zm00001d042998	53.0	17.0	32.0	27.0	34.0	17.0	45.0	54.0	79.0	102.0
Zm00001d043006	Zm00001d043006	3.0				5.0			15.0	7.0	6.0
Zm00001d043007	Zm00001d043007		0.1		0.2	0.5	0.4		0.9	1.0	0.4
Zm00001d043009	Zm00001d043009	5.0	0.8	3.0	5.0	6.0	4.0	0.7	6.0	0.3	2.0
Zm00001d043011	Zm00001d043011								21.0	3.0	
Zm00001d043012	Zm00001d043012	12.0	6.0	14.0	15.0	19.0	6.0	12.0	37.0	1.0	6.0
Zm00001d043013	Zm00001d043013				0.5						
Zm00001d043014	Zm00001d043014			2.0	0.7			17.0			
Zm00001d043015	Zm00001d043015	11.0	3.0	4.0	4.0	7.0	3.0	7.0	8.0	3.0	2.0
Zm00001d043017	Zm00001d043017	1.0	3.0	2.0	3.0	3.0	0.9	27.0		4.0	
Zm00001d043018	Zm00001d043018	15.0	12.0	34.0	72.0	7.0	28.0	5.0	4.0	7.0	2.0
Zm00001d043019	GRMZM2G132169								2.0	0.7	46.0
Zm00001d043021	Zm00001d043021	2.0	2.0	2.0	4.0	2.0	5.0	7.0	8.0		9.0
Zm00001d043022	Zm00001d043022	16.0	12.0	36.0	32.0	31.0	12.0	31.0	31.0	7.0	71.0
Zm00001d043023	Zm00001d043023	8.0	2.0	3.0	1.0	14.0	2.0	13.0	5.0	1.0	3.0
Zm00001d043024	Zm00001d043024									1.0	
Zm00001d043025	WRKY-transcription factor 43	0.8				0.6				3.0	0.6
Zm00001d043026	Zm00001d043026	3.0	5.0	0.5	0.6	5.0	0.4		18.0	9.0	2.0
Zm00001d043029	Zm00001d043029	49.0	38.0	72.0	78.0	36.0	62.0	158.0	68.0	139.0	51.0
Zm00001d043030	Zm00001d043030						5.0		18.0		
Zm00001d043031	Zm00001d043031					3.0		15.0	21.0	6.0	0.6
Zm00001d043035	Zm00001d043035			0.4	1.0			1.0	3.0		3.0
Zm00001d043036	LBD-transcription factor 20		0.8				4.0		6.0	30.0	1.0
Zm00001d043038	Zm00001d043038	21.0	11.0	22.0	28.0	13.0	11.0	39.0	38.0	16.0	38.0
Zm00001d043039	Zm00001d043039						0.8		2.0		0.8
Zm00001d043043	Zm00001d043043	0.3	1.0	0.4		0.3		4.0		12.0	2.0
Zm00001d043044	Zm00001d043044					4.0	4.0				
Zm00001d043045	Zm00001d043045					2.0	0.5	2.0	10.0		11.0
Zm00001d043047	alpha expansin1				0.1			2.0	4.0		
Zm00001d043049	phospholipid transfer protein homolog3	4.0	0.5			2477.0	26.0	65.0	542.0	103.0	6.0
Zm00001d043050	Zm00001d043050			2.0	4.0					5.0	2.0
Zm00001d043052	Zm00001d043052	30.0	22.0	44.0	47.0	28.0	49.0	72.0	60.0	35.0	47.0
Zm00001d043053	Zm00001d043053			35.0	6.0		4.0	62.0			
Zm00001d043056	Zm00001d043056	8.0	2.0	5.0	3.0	11.0	5.0	8.0	10.0	43.0	22.0
Zm00001d043057	Zm00001d043057				0.8						
Zm00001d043058	Zm00001d043058	63.0	2.0	2.0	4.0	69.0	14.0	2.0	18.0	1.0	0.7
Zm00001d043059	Zm00001d043059	61.0	34.0	201.0	197.0	52.0	31.0	102.0	25.0	47.0	36.0
Zm00001d043060	WRKY-transcription factor 81	2.0							5.0		8.0
Zm00001d043062	WRKY-transcription factor 40	0.2							5.0		8.0
Zm00001d043063	WRKY-transcription factor 41			0.3							
Zm00001d043064	Zm00001d043064	3.0	2.0	6.0	3.0	1.0	3.0	3.0	1.0	2.0	6.0
Zm00001d043067	Zm00001d043067	73.0	72.0	57.0	82.0	65.0	100.0	816.0	166.0	60.0	82.0
Zm00001d043068	Zm00001d043068	3.0	0.1	0.4	0.3	3.0	0.1	0.6		3.0	
Zm00001d043070	Zm00001d043070	223.0	132.0	349.0	308.0	88.0	196.0	148.0	162.0	129.0	193.0
Zm00001d043071	Zm00001d043071	8.0	0.7	0.4	0.9	9.0	1.0	1.0	13.0	0.7	0.8
Zm00001d043073	Zm00001d043073		0.5				0.4		2.0		
Zm00001d043074	Zm00001d043074	14.0	26.0	19.0	18.0	37.0	20.0	58.0	3.0	8.0	38.0
Zm00001d043075	Zm00001d043075	5.0	1.0	4.0	5.0	2.0	2.0	3.0	11.0	13.0	13.0
Zm00001d043076	Homeobox-transcription factor 88	8.0	12.0	3.0	9.0	13.0	8.0	13.0	31.0	11.0	19.0
Zm00001d043079	Zm00001d043079				0.5		0.4	1.0			
Zm00001d043080	Zm00001d043080	23.0	4.0	26.0	18.0	20.0	3.0	9.0	4.0	16.0	1.0
Zm00001d043081	Zm00001d043081	3.0		1.0	0.4	7.0	1.0	1.0	3.0		4.0
Zm00001d043082	Zm00001d043082	8.0	0.3	4.0	3.0	12.0	2.0		7.0	8.0	17.0
Zm00001d043083	PIN-formed protein14	9.0	3.0	8.0	7.0	6.0	11.0	13.0	34.0	7.0	9.0
Zm00001d043086	Zm00001d043086	303.0	188.0	413.0	463.0	216.0	107.0	24.0	94.0	60.0	196.0
Zm00001d043087	Zm00001d043087						1.0				
Zm00001d043088	Zm00001d043088	3.0		2.0	0.8	3.0	21.0		11.0	22.0	5.0
Zm00001d043089	Zm00001d043089	0.4		0.5		0.6		1.0	3.0	2.0	10.0
Zm00001d043090	Zm00001d043090					0.6					
Zm00001d043091	Zm00001d043091	5.0	2.0	3.0	6.0	5.0	3.0	5.0	14.0	8.0	7.0
Zm00001d043093	Zm00001d043093	66.0	23.0	72.0	58.0	71.0	38.0	40.0	53.0	48.0	155.0
Zm00001d043094	NAC-transcription factor 70	8.0	3.0	5.0	5.0	7.0	3.0	10.0	13.0	1.0	10.0
Zm00001d043095	Zm00001d043095	24.0	8.0	7.0	17.0	27.0	17.0	20.0	16.0	4.0	11.0
Zm00001d043096	Zm00001d043096	28.0		10.0	2.0		0.5		1.0	28.0	95.0
Zm00001d043097	Zm00001d043097	2.0	10.0	3.0	4.0		5.0	31.0	8.0	75.0	42.0
Zm00001d043098	ferric-chelate reductase (NADH)1	165.0	29.0	106.0	70.0	109.0	33.0	22.0	59.0	33.0	23.0
Zm00001d043099	Zm00001d043099						0.7				
Zm00001d043100	Zm00001d043100				0.4						
Zm00001d043101	Zm00001d043101	2.0		0.3	3.0	12.0	0.6		4.0		2.0
Zm00001d043102	Zm00001d043102	11.0	6.0	8.0	11.0	8.0	9.0	10.0	13.0	5.0	13.0
Zm00001d043103	Zm00001d043103	1.0	0.7	0.6	0.9	2.0	2.0		4.0		4.0
Zm00001d043104	Zm00001d043104	27.0	7.0	10.0	6.0	23.0	13.0	51.0	27.0	41.0	122.0
Zm00001d043105	Zm00001d043105	0.9	3.0	4.0	4.0	6.0	2.0	41.0	25.0	9.0	11.0
Zm00001d043107	Zm00001d043107	11.0	4.0	6.0	4.0	11.0	3.0	9.0	26.0	9.0	4.0
Zm00001d043108	Zm00001d043108	55.0	14.0	31.0	29.0	65.0	13.0	9.0	40.0	5.0	61.0
Zm00001d043109	Zm00001d043109	117.0	21.0	70.0	77.0	71.0	104.0	172.0	100.0	91.0	86.0
Zm00001d043110	Zm00001d043110	0.3				11.0	0.4	6.0	14.0	0.2	5.0
Zm00001d043112	Zm00001d043112	4.0	2.0	6.0	9.0	6.0	6.0	2.0	7.0	0.9	5.0
Zm00001d043113	Zm00001d043113	81.0	76.0	145.0	211.0	52.0	131.0	58.0	110.0	114.0	169.0
Zm00001d043116	AP2-EREBP-transcription factor 77					0.8					
Zm00001d043117	bZIP-transcription factor 102	25.0	3.0	11.0	4.0	20.0	3.0	16.0	26.0	26.0	29.0
Zm00001d043118	Zm00001d043118	3.0	2.0	2.0	3.0	8.0	2.0	13.0	7.0	28.0	6.0
Zm00001d043119	Zm00001d043119	88.0	17.0	66.0	47.0	29.0	24.0	3.0	9.0	11.0	32.0
Zm00001d043121	Zm00001d043121									3.0	
Zm00001d043124	Zm00001d043124		0.1	0.2	0.3	0.3	0.7	0.6			
Zm00001d043125	Zm00001d043125	13.0	6.0	11.0	7.0	5.0	15.0	16.0	33.0	29.0	25.0
Zm00001d043126	Zm00001d043126	17.0	11.0	12.0	20.0	15.0	20.0	18.0	15.0	12.0	20.0
Zm00001d043128	Zm00001d043128	9.0	0.9	68.0	68.0	1.0	6.0	131.0			8.0
Zm00001d043129	Zm00001d043129	21.0	18.0	54.0	58.0	26.0	17.0	40.0	43.0	15.0	43.0
Zm00001d043131	MYB-transcription factor 138	54.0	6.0	89.0	23.0	4.0	3.0	105.0	34.0	43.0	21.0
Zm00001d043134	Zm00001d043134	9.0	8.0	17.0	23.0	10.0	9.0	19.0	23.0	3.0	17.0
Zm00001d043135	set domain gene113	25.0	8.0	14.0	14.0	29.0	11.0	17.0	16.0	4.0	40.0
Zm00001d043136	Zm00001d043136	5.0	4.0	1.0	8.0		0.8	3.0			
Zm00001d043137	Zm00001d043137	39.0	6.0	52.0	35.0	54.0	11.0	7.0	32.0	18.0	33.0
Zm00001d043138	Zm00001d043138		3.0	0.9		2.0	0.7	2.0		2.0	5.0
Zm00001d043139	Zm00001d043139	0.9	1.0	1.0	1.0		0.3	2.0	0.6		2.0
Zm00001d043140	Zm00001d043140						0.3				
Zm00001d043141	Zm00001d043141	0.8	2.0	3.0	5.0	13.0	5.0		21.0		9.0
Zm00001d043142	Zm00001d043142	2.0	5.0	3.0	3.0		0.8				
Zm00001d043143	Zm00001d043143	1.0	0.8	0.4	1.0		0.4	1.0			
Zm00001d043144	Zm00001d043144	7.0	2.0	5.0	9.0	4.0	3.0	4.0	4.0	1.0	28.0
Zm00001d043145	Zm00001d043145	10.0	5.0	16.0	22.0	39.0	6.0	23.0	24.0	12.0	34.0
Zm00001d043146	ribonuclease III domain protein1	14.0	3.0	13.0	9.0	18.0	6.0	9.0	23.0		5.0
Zm00001d043147	Zm00001d043147	13.0	5.0	6.0	7.0	7.0	3.0	26.0	12.0	14.0	23.0
Zm00001d043149	Zm00001d043149	50.0	32.0	48.0	43.0	64.0	42.0	180.0	190.0	103.0	269.0
Zm00001d043152	Zm00001d043152	19.0	30.0	10.0	12.0	7.0	10.0	13.0	26.0	57.0	28.0
Zm00001d043153	bZIP-transcription factor 56	3.0	0.5	1.0	0.9	55.0	5.0	18.0	3.0	9.0	2.0
Zm00001d043155	Zm00001d043155	36.0	4.0	27.0	20.0	34.0	6.0	3.0	20.0	14.0	12.0
Zm00001d043156	Zm00001d043156	1.0		0.3	0.2	6.0		2.0	11.0		2.0
Zm00001d043157	Zm00001d043157	9.0	4.0	2.0	3.0	12.0	2.0	2.0	30.0	28.0	30.0
Zm00001d043158	beta tubulin6b	129.0	7.0	259.0	90.0	101.0	28.0	87.0	177.0	38.0	26.0
Zm00001d043159	Zm00001d043159	7.0		5.0	3.0	5.0	3.0	2.0	8.0	0.5	2.0
Zm00001d043160	Zm00001d043160	5.0	2.0	2.0	3.0	14.0	6.0	15.0	11.0	5.0	18.0
Zm00001d043164	Zm00001d043164	111.0	1.0	9.0	0.2	111.0	6.0	3.0	1.0		
Zm00001d043165	Zm00001d043165	9.0	1.0	17.0	13.0	6.0	9.0	3.0	14.0	4.0	10.0
Zm00001d043166	Zm00001d043166	12.0	1.0	0.5	0.5	2.0	2.0	6.0	19.0	7.0	11.0
Zm00001d043167	Zm00001d043167						2.0		2.0		
Zm00001d043168	Zm00001d043168	2.0					9.0		5.0	0.8	4.0
Zm00001d043170	Zm00001d043170	20.0	2.0	21.0	13.0	18.0	3.0	6.0	14.0	32.0	8.0
Zm00001d043174	GRMZM2G138074	1.0				2.0	0.7		3.0	9.0	3.0
Zm00001d043175	cystatin1	59.0	74.0	51.0	55.0	28.0	78.0	54.0	91.0	53.0	36.0
Zm00001d043178	Zm00001d043178	5.0	2.0	0.4	0.3	31.0	19.0	76.0	126.0	88.0	113.0
Zm00001d043181	Zm00001d043181	3.0	2.0	2.0	5.0		4.0	4.0	5.0	13.0	2.0
Zm00001d043182	cytidine methyl kinase1	5.0	6.0	1.0	0.9	9.0	0.3	9.0	4.0	0.9	15.0
Zm00001d043183	Zm00001d043183	39.0	71.0	63.0	77.0	39.0	56.0	209.0	171.0	81.0	93.0
Zm00001d043185	Zm00001d043185	109.0	19.0	115.0	73.0	56.0	36.0	8.0	34.0	26.0	32.0
Zm00001d043186	Zm00001d043186	0.8									
Zm00001d043187	Zm00001d043187	8.0	28.0	15.0	8.0	7.0	12.0	18.0	8.0	3.0	2.0
Zm00001d043188	Zm00001d043188	18.0	8.0	1.0	7.0	10.0	4.0	0.7	14.0	20.0	28.0
Zm00001d043190	Zm00001d043190		0.8	1.0							3.0
Zm00001d043191	Zm00001d043191	3.0	2.0	1.0	2.0	6.0	2.0	2.0	3.0	1.0	4.0
Zm00001d043193	Zm00001d043193	35.0	54.0	188.0	160.0	9.0	108.0	90.0	81.0	111.0	122.0
Zm00001d043194	Zm00001d043194	26.0	7.0	27.0	21.0	28.0	18.0	25.0	38.0	8.0	22.0
Zm00001d043195	Zm00001d043195	38.0	47.0	107.0	97.0	10.0	75.0	219.0	179.0	105.0	187.0
Zm00001d043196	Zm00001d043196			0.3			0.2		60.0	0.5	23.0
Zm00001d043197	Zm00001d043197	0.9									
Zm00001d043198	Zm00001d043198	5.0	0.3		0.8	4.0	0.2		3.0	0.9	2.0
Zm00001d043199	Zm00001d043199						0.4				
Zm00001d043200	Zm00001d043200		0.1				0.7				5.0
Zm00001d043201	high chlorophyll fluorescence148	6.0		4.0	2.0	5.0	1.0		14.0	0.4	2.0
Zm00001d043202	Zm00001d043202					4.0			0.4	29.0	6.0
Zm00001d043204	AP2-EREBP-transcription factor 158								5.0		
Zm00001d043205	AP2-EREBP-transcription factor 147	3.0	3.0	2.0	0.6	12.0	18.0	65.0	48.0	16.0	9.0
Zm00001d043206	Zm00001d043206	9.0	6.0	3.0	8.0	3.0	21.0	17.0	17.0	8.0	20.0
Zm00001d043207	Zm00001d043207	16.0	2.0	6.0	6.0	25.0	2.0	134.0	13.0	4.0	61.0
Zm00001d043211	Zm00001d043211										0.6
Zm00001d043217	GOS2 homolog	189.0	48.0	172.0	165.0	198.0	80.0	47.0	73.0	1.0	33.0
Zm00001d043218	Zm00001d043218	14.0	5.0	7.0	12.0	35.0	6.0	10.0	41.0	5.0	5.0
Zm00001d043220	Zm00001d043220		2.0		1.0			33.0		52.0	14.0
Zm00001d043221	Zm00001d043221	4.0							5.0	1.0	3.0
Zm00001d043222	Zm00001d043222								1.0		
Zm00001d043223	Zm00001d043223	187.0	22.0	202.0	90.0	110.0	46.0	14.0	83.0	35.0	27.0
Zm00001d043224	Zm00001d043224	326.0	9.0	94.0	68.0	178.0	29.0	29.0	75.0	50.0	56.0
Zm00001d043225	Zm00001d043225	162.0	20.0	110.0	100.0	115.0	28.0	13.0	42.0	25.0	39.0
Zm00001d043227	Zm00001d043227						0.1	4.0		0.4	
Zm00001d043228	Zm00001d043228	35.0	8.0	25.0	18.0	31.0	11.0	35.0	21.0	16.0	15.0
Zm00001d043229	Zm00001d043229	48.0	16.0	52.0	43.0	82.0	19.0	10.0	40.0	23.0	65.0
Zm00001d043230	Zm00001d043230	29.0	6.0	18.0	16.0	36.0	8.0	9.0	10.0	0.7	22.0
Zm00001d043231	Homeobox-transcription factor 118	0.3	311.0	0.4	52.0		7.0	0.8	0.5	5.0	0.5
Zm00001d043232	Zm00001d043232		14.0		3.0		0.5				1.0
Zm00001d043233	Zm00001d043233	13.0	13.0	22.0	28.0	16.0	17.0	39.0	19.0	49.0	19.0
Zm00001d043234	Zm00001d043234	0.4	11.0	15.0	21.0		0.9			16.0	1.0
Zm00001d043237	Zm00001d043237						0.3		7.0		1.0
Zm00001d043238	Zm00001d043238	0.3						5.0	9.0		1.0
Zm00001d043239	autophagy18f	15.0	13.0	10.0	10.0	13.0	5.0	114.0	19.0	16.0	23.0
Zm00001d043240	Zm00001d043240		0.2	0.1	0.2	3.0	3.0	1.0	8.0	3.0	8.0
Zm00001d043243	MRP interacting2					2.0		2.0		0.8	0.7
Zm00001d043244	Zm00001d043244					0.3					
Zm00001d043248	Zm00001d043248							5.0			
Zm00001d043249	Zm00001d043249	283.0	15.0	142.0	83.0	28.0	120.0	76.0	123.0	126.0	25.0
Zm00001d043251	Zm00001d043251			0.8	2.0		0.4				1.0
Zm00001d043252	Zm00001d043252	1.0	0.9	1.0	1.0	1.0	1.0	33.0	12.0	2.0	6.0
Zm00001d043253	Zm00001d043253	8.0	0.9		0.3	0.2	0.2		0.8		
Zm00001d043254	Zm00001d043254	10.0	2.0	4.0	14.0	28.0	2.0	6.0	39.0	50.0	24.0
Zm00001d043257	Zm00001d043257	2.0	0.1	0.1	0.2	3.0	0.3	3.0	2.0	3.0	3.0
Zm00001d043258	Zm00001d043258	5.0	2.0	40.0	44.0		1.0	79.0		156.0	53.0
Zm00001d043259	Zm00001d043259	15.0	7.0	11.0	8.0	22.0	6.0	5.0	35.0	4.0	24.0
Zm00001d043261	Zm00001d043261	21.0	2.0	24.0	9.0	25.0	2.0	1.0	30.0		13.0
Zm00001d043263	diacylglycerol kinase7	5.0	0.4	1.0	2.0	4.0	0.2	3.0	1.0	4.0	0.4
Zm00001d043264	Zm00001d043264	8.0	2.0	4.0	2.0	7.0	5.0	5.0	11.0		
Zm00001d043266	Zm00001d043266			0.3		0.9	3.0				
Zm00001d043267	Zm00001d043267	16.0	11.0	6.0	7.0	11.0	20.0	54.0	24.0	3.0	36.0
Zm00001d043268	Zm00001d043268		1.0			2.0	0.8				
Zm00001d043269	Zm00001d043269	19.0	3.0	5.0	6.0	10.0	9.0	38.0	23.0	26.0	27.0
Zm00001d043270	Zm00001d043270	5.0	2.0	3.0	0.5	57.0	3.0	17.0	14.0	11.0	9.0
Zm00001d043271	Zm00001d043271			0.2		4.0	4.0		2.0	0.8	4.0
Zm00001d043272	Zm00001d043272	18.0	0.3	5.0	7.0	20.0	9.0	140.0	146.0	178.0	316.0
Zm00001d043273	Zm00001d043273	1.0				5.0				3.0	
Zm00001d043274	Zm00001d043274	16.0	21.0	19.0	26.0	28.0	17.0	34.0	33.0	40.0	213.0
Zm00001d043275	Zm00001d043275	15.0	9.0	8.0	7.0	52.0	12.0	114.0	61.0	49.0	60.0
Zm00001d043276	Zm00001d043276			2.0	2.0		2.0		20.0	18.0	36.0
Zm00001d043277	Zm00001d043277	16.0	0.2	5.0	2.0	34.0	0.7	3.0	22.0	0.3	5.0
Zm00001d043278	Zm00001d043278		8.0		0.7	0.3	0.2		2.0		
Zm00001d043280	Zm00001d043280	13.0	5.0	10.0	12.0	21.0	6.0	21.0	29.0	8.0	36.0
Zm00001d043282	Zm00001d043282	1.0	1.0								
Zm00001d043283	Zm00001d043283	5.0	0.5			10.0	2.0	176.0	35.0	108.0	32.0
Zm00001d043284	Zm00001d043284	9.0	1.0			6.0	0.9	38.0	33.0	174.0	22.0
Zm00001d043286	Zm00001d043286	7.0	3.0	2.0	3.0	8.0	4.0	92.0	14.0	46.0	20.0
Zm00001d043287	Zm00001d043287	42.0	4.0	21.0	22.0	43.0	10.0	3.0	14.0		5.0
Zm00001d043288	Zm00001d043288	35.0	16.0	27.0	34.0	24.0	28.0	37.0	28.0	27.0	40.0
Zm00001d043290	Zm00001d043290										1.0
Zm00001d043291	Zm00001d043291	18.0	2.0	2.0	1.0	35.0	4.0	13.0	30.0	1.0	12.0
Zm00001d043292	Zm00001d043292	18.0	7.0	13.0	18.0	18.0	10.0	26.0	22.0	11.0	8.0
Zm00001d043293	cytokinin oxidase 4		1.0	0.4	0.2	0.3		1.0	1.0	10.0	54.0
Zm00001d043294	Zm00001d043294	18.0	13.0	15.0	16.0	50.0	14.0	78.0	30.0	9.0	42.0
Zm00001d043295	Zm00001d043295	4.0	0.3	2.0	0.8	4.0	0.2	6.0	19.0	17.0	62.0
Zm00001d043296	Zm00001d043296	4.0	35.0	7.0	21.0	71.0	7.0	11.0	8.0	9.0	12.0
Zm00001d043298	Zm00001d043298		3.0								
Zm00001d043299	Zm00001d043299			0.6	0.7		0.4		2.0		
Zm00001d043300	Zm00001d043300					0.6	0.7				
Zm00001d043301	Zm00001d043301	21.0	31.0	22.0	30.0	34.0	14.0	59.0	28.0	31.0	47.0
Zm00001d043302	homocysteine S-methyltransferase4	0.1	0.4		0.8	1.0	1.0				
Zm00001d043303	Zm00001d043303	47.0	22.0	63.0	77.0	34.0	33.0	93.0	56.0	49.0	90.0
Zm00001d043305	Zm00001d043305	25.0	11.0	24.0	27.0	29.0	26.0	27.0	35.0	18.0	36.0
Zm00001d043307	Zm00001d043307	9.0	3.0	4.0	7.0	9.0	3.0	12.0	9.0	2.0	5.0
Zm00001d043309	Zm00001d043309	17.0	10.0	13.0	10.0	33.0	13.0	14.0	41.0	8.0	26.0
Zm00001d043312	Zm00001d043312	96.0	29.0	92.0	142.0	81.0	55.0	50.0	74.0	42.0	91.0
Zm00001d043314	Zm00001d043314	45.0	27.0	78.0	50.0	22.0	30.0	13.0	15.0	50.0	37.0
Zm00001d043317	Zm00001d043317	85.0	7.0	77.0	50.0	48.0	22.0	3.0	25.0	1.0	20.0
Zm00001d043318	Zm00001d043318										2.0
Zm00001d043320	Zm00001d043320	12.0	4.0	10.0	11.0	20.0	7.0	11.0	10.0	8.0	11.0
Zm00001d043321	Zm00001d043321		1.0		0.8		0.5			1.0	
Zm00001d043323	Zm00001d043323		31.0			8.0					
Zm00001d043324	Zm00001d043324	3.0	3.0	2.0	4.0	3.0	3.0	6.0	9.0	4.0	5.0
Zm00001d043325	plastid transcriptionally active chromosome 12 homolog	9.0	0.9	11.0	5.0	23.0	0.7	5.0	11.0	23.0	6.0
Zm00001d043327	Zm00001d043327	9.0	2.0	21.0	39.0	14.0	2.0	9.0	16.0	5.0	10.0
Zm00001d043328	LIP1P-2	11.0	2.0	7.0	8.0	17.0	5.0	29.0	5.0	8.0	12.0
Zm00001d043329	Zm00001d043329	63.0	32.0	43.0	41.0	72.0	36.0	273.0	67.0	50.0	83.0
Zm00001d043330	Zm00001d043330	51.0	9.0	37.0	25.0	79.0	15.0	14.0	28.0	11.0	25.0
Zm00001d043331	Zm00001d043331	75.0	6.0	28.0	8.0	36.0	19.0				
Zm00001d043333	Zm00001d043333					3.0					
Zm00001d043335	Zm00001d043335	49.0	12.0	45.0	52.0	214.0	20.0	222.0	134.0	16.0	282.0
Zm00001d043336	Zm00001d043336	4.0				5.0			13.0		
Zm00001d043337	Zm00001d043337	19.0	2.0	15.0	10.0	13.0	4.0	3.0	10.0		13.0
Zm00001d043338	Zm00001d043338	1.0		0.8						1.0	
Zm00001d043339	Zm00001d043339	7.0	5.0	7.0	7.0	0.8	9.0	48.0	38.0	4.0	36.0
Zm00001d043341	Zm00001d043341						0.4	1.0		6.0	
Zm00001d043347	Zm00001d043347	37.0	21.0	30.0	46.0	40.0	34.0	76.0	46.0	48.0	50.0
Zm00001d043348	Zm00001d043348	3.0	0.2	0.8	0.3	8.0	0.6	3.0	18.0	4.0	19.0
Zm00001d043350	Zm00001d043350	4.0						18.0	1.0	15.0	27.0
Zm00001d043352	Zm00001d043352	33.0	8.0	21.0	21.0	32.0	10.0	1.0	18.0	4.0	17.0
Zm00001d043354	Zm00001d043354	16.0	3.0	9.0	6.0	21.0	6.0	7.0	23.0	1.0	9.0
Zm00001d043356	Zm00001d043356	13.0	0.3	3.0	0.3	13.0	3.0	5.0	23.0	8.0	26.0
Zm00001d043357	Zm00001d043357		187.0		4.0		4.0			11.0	
Zm00001d043358	Zm00001d043358	14.0	3.0	21.0	13.0	16.0	3.0	13.0	22.0	6.0	11.0
Zm00001d043359	Zm00001d043359						0.8				
Zm00001d043360	Zm00001d043360	10.0	4.0	4.0	9.0	10.0	7.0	1.0	34.0	13.0	14.0
Zm00001d043361	Zm00001d043361										70.0
Zm00001d043365	Zm00001d043365	9.0	4.0	7.0	8.0	9.0	14.0	1.0	19.0	7.0	10.0
Zm00001d043366	Zm00001d043366		0.7		0.6				3.0		1.0
Zm00001d043367	Zm00001d043367	186.0	79.0	151.0	141.0	22.0	69.0	51.0	29.0	202.0	18.0
Zm00001d043370	Zm00001d043370	139.0	18.0	195.0	91.0	158.0	62.0	24.0	99.0	40.0	119.0
Zm00001d043371	Zm00001d043371	4.0	22.0	4.0	6.0		14.0			6.0	4.0
Zm00001d043374	Zm00001d043374			0.2	0.2		0.4	0.5		0.9	0.5
Zm00001d043375	Zm00001d043375	12.0	0.3	5.0	3.0	1.0	6.0	12.0	22.0	126.0	619.0
Zm00001d043376	Zm00001d043376	18.0	2.0	8.0	5.0	39.0	7.0	46.0	56.0	116.0	101.0
Zm00001d043378	CPP-transcription factor 11	14.0	6.0	7.0	9.0	19.0	3.0	16.0	2.0	0.6	16.0
Zm00001d043380	Zm00001d043380							29.0	5.0	0.7	
Zm00001d043382	glutamate-oxaloacetate transaminase1	676.0	956.0	1851.0	1222.0	669.0	835.0	2862.0	366.0	1768.0	473.0
Zm00001d043383	Zm00001d043383					2.0					
Zm00001d043384	Zm00001d043384	10.0	1.0	4.0	2.0	10.0	4.0	2.0	7.0	1.0	8.0
Zm00001d043386	Zm00001d043386									7.0	14.0
Zm00001d043387	Zm00001d043387	38.0	21.0	41.0	36.0	31.0	33.0	50.0	40.0	3.0	16.0
Zm00001d043388	Zm00001d043388	7.0	2.0	3.0	3.0	12.0	4.0	5.0	10.0	6.0	9.0
Zm00001d043389	protein kinase4	37.0	6.0	29.0	27.0	61.0	13.0	61.0	17.0	19.0	45.0
Zm00001d043390	Zm00001d043390	5.0		6.0	2.0	6.0	0.4				
Zm00001d043391	Zm00001d043391	13.0	3.0	7.0	6.0	12.0	3.0	2.0	5.0	1.0	13.0
Zm00001d043392	Zm00001d043392	36.0	13.0	18.0	18.0	38.0	25.0	33.0	25.0	16.0	34.0
Zm00001d043393	Zm00001d043393							2.0			
Zm00001d043395	Zm00001d043395	9.0	15.0	15.0	22.0	5.0	7.0	24.0	27.0	6.0	45.0
Zm00001d043399	Zm00001d043399							7.0	7.0		44.0
Zm00001d043400	Zm00001d043400		0.5	0.4	0.6		0.8	1.0	4.0		8.0
Zm00001d043401	Zm00001d043401	15.0	5.0	5.0	9.0	20.0	4.0	20.0	25.0	12.0	21.0
Zm00001d043402	C2C2-Dof-transcription factor 37	1.0									
Zm00001d043404	Zm00001d043404	12.0	3.0	8.0	8.0	11.0	5.0	32.0	13.0	12.0	11.0
Zm00001d043405	Zm00001d043405	4.0		2.0	3.0	21.0	0.2	11.0	6.0		8.0
Zm00001d043406	Zm00001d043406	18.0	0.4	7.0	3.0	42.0	2.0	1.0	5.0		3.0
Zm00001d043407	Zm00001d043407	80.0	4.0	65.0	25.0	49.0	23.0	74.0	62.0	37.0	90.0
Zm00001d043410	Zm00001d043410	65.0	14.0	57.0	36.0	92.0	37.0	47.0	69.0	27.0	36.0
Zm00001d043411	gibberellin 2-oxidase3	0.4						44.0	5.0		0.8
Zm00001d043413	Zm00001d043413	139.0	2.0	20.0	2.0	68.0	9.0	30.0			
Zm00001d043414	Zm00001d043414	17.0	0.3	1.0	0.7	29.0	1.0	4.0	136.0	3.0	47.0
Zm00001d043416	Zm00001d043416	1.0	1.0		4.0		3.0	17.0			
Zm00001d043418	Zm00001d043418	20.0	8.0	35.0	39.0	23.0	24.0	47.0	83.0	39.0	70.0
